$id   y1      y2
873   62.89   0
874   59.74   1
875   64.56   0
876   82.91   0
877   58.11   0
878   72.89   0
879   55.78   0
880   56.27   0
881   73.28   1
882   67.52   0
883   69.80   1
884   67.56   0
885   55.75   0
886   71.59   0
887   58.41   1
888   67.78   0
889   65.13   0
890   65.98   0
891   84.29   0
892   72.15   1
893   58.98   0
894   62.60   0
895   80.50   1
896   66.39   0
897   78.31   1
898   76.58   0
899   68.39   1
900   61.89   0
901   86.97   1
902   63.19   0
903   77.76   0
904   75.45   1
905   59.30   0
906   73.80   1
907   67.57   0
908   73.27   0
909   63.41   0
910   58.10   0
911   68.80   0
912   63.85   0
913   69.94   1
914   57.52   0
915   56.46   0
916   60.77   0
917   60.79   0
918   75.01   0
919   74.06   0
920   70.98   0
921   78.72   1
922   70.78   0
923   74.58   0
924   80.51   0
925   67.84   0
926   83.26   0
927   71.26   0
928   90.40   0
929   71.32   0
930   65.59   0
931   78.31   0
932   78.96   1
933   75.42   1
934   61.15   1
935   68.19   0
936   59.70   1
937   80.25   1
938   57.70   0
939   61.66   0
940   58.82   0
941   43.33   0
942   59.35   0
943   61.76   0
944   57.11   0
945   77.96   1
946   71.83   0
947   54.09   0
948   56.93   0
949   72.39   0
950   73.84   0
951   80.96   0
952   79.89   1
953   79.58   0
954   65.44   0
955   66.52   0
956   83.55   0
957   67.15   0
958   84.65   0
959   69.68   1
960   68.60   0
961   81.71   1
962   70.82   1
963   78.01   0
964   81.08   0
965   90.87   0
966   79.18   0
967   68.94   0
968   66.83   0
969   82.28   0
970   90.15   1
971   71.67   1
972   77.80   0
973   69.21   0
974   77.02   1
975   72.36   0
976   65.92   0
977   77.22   1
978   73.46   0
979   85.53   0
980   73.46   1
981   69.50   1
982   69.55   0
983   71.37   0
984   91.58   1
985   78.75   0
986   68.91   1
987   72.33   0
988   95.65   0
989   68.28   0
990   79.18   1
991   71.93   0
992   56.22   0
993   70.20   0
994   78.24   1
995   97.64   0
996   82.56   1
997   81.51   0
998   83.28   1
999   64.77   0
1000  74.51   0
1001  55.70   0
1002  72.00   0
1003  56.86   0
1004  72.99   0
1005  64.69   0
1006  70.40   0
1007  61.96   0
1008  71.07   0
1009  56.18   0
1010  76.52   0
1011  75.50   0
1012  72.31   0
1013  60.44   0
1014  67.31   0
1015  66.74   0
1016  68.19   0
1017  53.44   0
1018  73.11   0
1019  61.58   0
1020  72.07   0
1021  59.30   1
1022  70.59   0
1023  66.43   0
1024  97.95   1
1025  74.05   0
1026  72.25   0
1027  71.30   0
1028  64.81   0
1029  66.25   0
1030  65.97   0
1031  85.17   0
1032  65.31   0
1033  71.98   0
1034  63.38   0
1035  66.70   0
1036  55.17   0
1037  68.66   0
1038  68.65   1
1039  76.01   0
1040  49.72   0
1041  79.37   0
1042  69.78   0
1043  51.50   0
1044  69.47   1
1045  60.65   0
1046  61.54   1
1047  69.68   0
1048  61.27   0
1049  70.46   1
1050  74.24   0
1051  50.38   0
1052  72.75   0
1053  58.47   0
1054  65.96   0
1055  67.11   0
1056  69.12   0
1057  50.83   0
1058  54.02   1
1059  74.71   1
1060  64.63   1
1061  62.81   0
1062  64.53   1
1063  76.51   0
1064  83.75   1
1065  79.64   0
1066  69.61   1
1067  56.51   0
1068  69.59   0
1069  49.52   0
1070  66.13   1
1071  70.22   1
1072  61.36   1
1073  76.04   1
1074  55.45   0
1075  52.55   0
1076  69.89   1
1077  66.96   0
1078  53.33   0
1079  73.87   1
1080  69.61   1
1081  56.85   1
1082  62.72   0
1083  58.84   0
1084  83.70   1
1085  79.61   0
1086  74.18   0
1087  73.99   0
1088  67.85   1
1089  70.36   1
1090  78.80   1
1091  83.06   1
1092  70.87   0
1093  58.48   0
1094  92.71   0
1095  70.44   0
1096  86.58   1
1097  83.69   1
1098  83.10   1
1099  74.36   0
1100  87.52   0
1101  70.37   1
1102  77.25   0
1103  67.26   1
1104  76.65   1
1105  67.61   1
1106  69.29   1
1107  78.94   1
1108  74.62   0
1109  70.37   1
1110  75.41   0
1111  79.41   1
1112  83.35   0
1113  85.30   0
1114  80.78   0
1115  78.27   1
1116  73.56   1
1117  71.99   1
1118  71.13   1
1119  86.48   1
1120  81.02   1
1121  65.82   1
1122  63.40   0
1123  73.45   0
1124  83.36   1
1125  62.61   0
1126  67.40   0
1127  71.51   0
1128  76.55   0
1129  70.06   0
1130  70.60   0
1131  68.07   0
1132  75.78   0
1133  76.72   0
1134  66.92   1
1135  78.10   1
1136  58.39   1
1137  73.38   0
1138  82.49   0
1139  77.34   0
1140  85.28   1
1141  71.53   1
1142  64.96   0
1143  67.01   0
1144  68.52   1
1145  62.83   0
1146  76.73   0
1147  59.56   0
1148  61.99   0
1149  70.73   1
1150  71.59   0
1151  68.21   0
1152  70.91   1
1153  72.45   1
1154  75.36   0
1155  69.01   0
1156  58.05   0
1157  74.08   0
1158  66.79   0
1159  92.79   0
1160  69.20   1
1161  88.85   1
1162  81.21   1
1163  77.99   1
1164  82.64   0
1165  62.49   1
1166  81.41   0
1167  81.92   1
1168  80.33   0
1169  76.87   1
1170  69.91   1
1171  77.01   1
1172  79.48   0
1173  82.07   1
1174  75.43   1
1175  87.72   1
1176  76.77   1
1177  90.07   0
1178  77.62   1
1179  77.13   0
1180  79.92   0
1181  90.66   1
1182  75.62   1
1183  78.14   1
1184  66.41   1
1185  82.15   1
1186  98.32   1
1187  87.08   0
1188  86.59   1
1189  58.67   1
1190  64.25   0
1191  48.89   0
1192  77.58   0
1193  77.45   1
1194  61.91   0
1195  44.08   0
1196  68.50   0
1197  57.65   0
1198  54.30   0
1199  61.84   0
1200  51.92   0
1201  44.44   0
1202  56.66   0
1203  73.28   0
1204  73.88   0
1205  67.38   0
1206  51.32   0
1207  62.29   0
1208  51.08   1
1209  71.04   0
1210  84.02   0
1211  57.14   0
1212  53.12   0
1213  60.42   0
1214  53.56   0
1215  39.02   0
1216  74.78   0
1217  62.03   0
1218  77.43   0
1219  76.17   0
1220  71.19   0
1221  54.56   0
1222  58.50   0
1223  50.74   0
1224  73.89   0
1225  63.24   0
1226  60.45   1
1227  52.11   0
1228  59.58   0
1229  68.53   0
1230  71.82   0
1231  66.17   0
1232  81.11   1
1233  70.51   0
1234  59.73   0
1235  53.41   1
1236  77.84   0
1237  78.43   0
1238  80.31   0
1239  47.32   0
1240  63.81   1
1241  77.25   1
1242  70.98   0
1243  84.89   0
1244  59.64   1
1245  74.77   0
1246  68.40   0
1247  75.45   0
1248  59.18   0
1249  89.89   0
1250  70.64   0
1251  73.64   0
1252  80.14   0
1253  76.37   0
1254  83.92   1
1255  75.90   0
1256  61.19   0
1257  80.81   1
1258  65.53   0
1259  69.16   0
1260  67.88   1
1261  67.47   0
1262  73.77   0
1263  65.59   1
1264  83.76   1
1265  71.96   0
1266  72.41   0
1267  73.94   0
1268  72.21   0
1269  88.34   0
1270  74.42   1
1271  74.76   1
1272  67.06   0
1273  61.03   0
1274  74.77   1
1275  57.67   0
1276  67.03   0
1277  65.09   1
1278  65.38   0
1279  48.32   0
1280  80.21   1
1281  64.92   0
1282  76.48   0
1283  70.04   1
1284  68.96   1
1285  71.34   0
1286  61.75   0
1287  68.26   1
1288  63.33   0
1289  62.62   1
1290  63.74   0
1291  54.73   0
1292  73.82   0
1293  52.43   0
1294  70.04   1
1295  72.08   0
1296  53.43   0
1297  54.41   1
1298  73.60   0
1299  69.53   0
1300  60.97   0
1301  75.39   0
1302  65.30   0
1303  59.46   0
1304  67.81   0
1305  97.54   1
1306  81.18   0
1307  66.33   0
1308  89.90   1
1309  71.84   0
1310  63.68   0
1311  76.08   0
1312  64.68   0
1313  71.75   0
1314  84.03   1
1315  78.85   0
1316  72.15   0
1317  81.28   0
1318  75.38   0
1319  72.24   1
1320  68.83   0
1321  62.38   0
1322  52.36   0
1323  58.35   0
1324  58.87   0
1325  65.88   0
1326  46.47   0
1327  54.30   0
1328  43.66   0
1329  48.59   0
1330  45.61   0
1331  56.19   0
1332  60.80   0
1333  59.01   0
1334  49.38   0
1335  45.21   0
1336  62.96   0
1337  70.77   1
1338  59.65   0
1339  74.01   0
1340  76.13   0
1341  75.80   0
1342  61.10   1
1343  60.20   0
1344  61.28   0
1345  58.21   0
1346  59.20   0
1347  67.42   0
1348  63.51   1
1349  69.40   0
1350  68.27   0
1351  63.53   0
1352  74.06   1
1353  53.17   0
1354  59.47   0
1355  70.47   1
1356  50.00   0
1357  65.28   0
1358  67.48   0
1359  48.23   0
1360  53.32   0
1361  53.72   1
1362  58.43   0
1363  63.42   0
1364  70.15   1
1365  64.10   1
1366  60.34   0
1367  64.98   0
1368  59.86   0
1369  59.96   0
1370  70.31   1
1371  64.16   0
1372  57.06   0
1373  62.89   0
1374  50.15   0
1375  60.59   0
1376  72.36   0
1377  44.19   0
1378  55.16   1
1379  58.80   1
1380  71.15   0
1381  69.16   0
1382  47.50   0
1383  57.28   0
1384  50.83   0
1385  63.86   0
1386  62.29   1
1387  70.23   0
1388  62.89   0
1389  72.29   1
1390  70.06   0
1391  64.68   0
1392  50.46   0
1393  60.19   0
1394  79.87   1
1395  49.22   0
1396  58.61   0
1397  64.08   0
1398  72.15   1
1399  81.70   0
1400  49.83   0
1401  55.00   0
1402  67.75   0
1403  51.72   0
1404  67.19   0
1405  63.40   0
1406  52.30   0
1407  70.57   1
1408  64.81   0
1409  51.16   0
1410  52.59   0
1411  69.71   1
1412  62.91   0
1413  53.85   0
1414  61.29   1
1415  72.24   0
1416  44.66   0
1417  58.28   0
1418  60.01   0
1419  47.11   0
1420  70.14   0
1421  64.26   0
1422  40.73   0
1423  40.38   0
1424  46.93   0
1425  44.19   0
1426  76.41   0
1427  60.68   0
1428  56.08   0
1429  51.42   1
1430  58.54   0
1431  68.52   1
1432  53.07   0
1433  58.18   0
1434  56.19   0
1435  55.95   0
1436  46.72   0
1437  49.35   0
1438  46.21   0
1439  54.61   0
1440  50.04   1
1441  45.49   0
1442  57.62   0
1443  55.12   0
1444  49.67   0
1445  60.61   1
1446  69.71   0
1447  56.79   0
1448  54.35   0
1449  63.98   0
1450  57.02   0
1451  58.70   0
1452  56.83   0
1453  55.01   0
1454  42.87   0
1455  51.70   0
1456  68.36   0
1457  75.61   0
1458  57.47   0
1459  57.31   0
1460  71.87   0
1461  59.06   0
1462  62.02   0
1463  65.85   0
1464  59.99   0
1465  65.78   0
1466  51.74   0
1467  61.95   0
1468  51.85   0
1469  75.96   0
1470  59.91   0
1471  51.85   0
1472  73.81   1
1473  85.48   1
1474  69.82   0
1475  69.51   0
1476  63.65   0
1477  63.19   0
1478  70.97   0
1479  83.77   0
1480  65.58   0
1481  49.75   0
1482  89.08   0
1483  76.44   0
1484  58.40   0
1485  73.30   0
1486  65.26   0
1487  80.23   0
1488  60.41   0
1489  50.00   0
1490  54.18   0
1491  88.79   0
1492  78.07   0
1493  68.36   0
1494  67.83   0
1495  76.96   0
1496  61.29   0
1497  86.38   1
1498  81.84   1
1499  70.78   0
1500  74.52   0
1501  85.19   1
1502  81.45   1
1503  62.40   0
1504  66.85   0
1505  77.63   0
1506  64.70   0
1507  81.73   0
1508  69.31   0
1509  59.85   0
1510  81.88   1
1511  69.64   0
1512  77.30   0
1513  83.59   0
1514  63.96   0
1515  56.87   0
1516  68.38   0
1517  61.97   0
1518  84.02   1
1519  68.30   0
1520  63.13   0
1521  70.77   0
1522  77.23   0
1523  96.85   1
1524  68.35   0
1525  77.74   1
1526  72.96   0
1527  92.31   0
1528  67.76   0
1529  62.65   0
1530  60.65   0
1531  65.22   0
1532  53.87   0
1533  70.04   0
1534  63.02   1
1535  84.08   1
1536  75.15   0
1537  64.24   0
1538  72.58   0
1539  65.71   0
1540  65.98   0
1541  65.43   0
1542  70.01   1
1543  75.66   0
1544  86.86   0
1545  65.67   0
1546  51.01   0
1547  88.00   1
1548  73.11   0
1549  52.80   0
1550  86.63   0
1551  66.06   0
1552  70.78   0
1553  63.34   0
1554  66.45   0
1555  71.04   0
1556  81.81   1
1557  58.28   0
1558  89.47   1
1559  72.70   0
1560  61.84   0
1561  72.48   0
1562  60.12   1
1563  59.94   1
1564  68.92   0
1565  67.05   0
1566  78.05   1
1567  65.89   0
1568  75.74   1
1569  68.60   0
1570  57.45   0
1571  63.09   0
1572  69.03   0
1573  55.75   1
1574  71.59   1
1575  62.74   1
1576  84.14   1
1577  73.85   0
1578  65.75   1
1579  88.24   1
1580  68.66   0
1581  96.24   0
1582  52.79   0
1583  75.63   0
1584  71.79   0
1585  82.50   0
1586  58.04   0
1587  83.21   0
1588  79.22   0
1589  71.38   1
1590  79.41   0
1591  67.03   0
1592  80.39   0
1593  60.65   0
1594  53.58   0
1595  63.72   0
1596  67.59   0
1597  74.00   1
1598  57.35   0
1599  75.45   0
1600  71.56   1
1601  66.41   0
1602  78.84   0
1603  73.42   0
1604  68.92   0
1605  68.48   0
1606  66.29   0
1607  68.81   0
1608  54.05   1
1609  62.87   0
1610  72.13   0
1611  71.87   1
1612  60.16   1
1613  53.60   0
1614  67.11   1
1615  64.02   1
1616  66.50   0
1617  61.25   0
1618  76.72   1
1619  60.36   1
1620  78.85   1
1621  68.73   1
1622  58.53   1
1623  65.50   1
1624  57.06   0
1625  66.02   0
1626  59.41   0
1627  76.06   1
1628  60.30   0
1629  68.57   0
1630  66.92   0
1631  67.78   0
1632  74.46   1
1633  71.42   0
1634  70.69   0
1635  60.38   0
1636  68.02   0
1637  63.89   0
1638  74.07   0
1639  77.13   0
1640  76.79   1
1641  67.47   0
1642  59.17   1
1643  71.06   0
1644  65.63   0
1645  64.90   0
1646  73.70   0
1647  62.02   0
1648  65.69   1
1649  38.88   0
1650  67.68   1
1651  68.71   0
1652  59.77   1
1653  72.92   0
1654  61.50   0
1655  67.12   0
1656  69.33   0
1657  66.98   0
1658  57.06   1
1659  80.27   0
1660  53.76   0
1661  51.00   0
1662  82.53   1
1663  48.70   0
1664  68.68   1
